model;price;kilometer;fuel type;vitesse;engine
Marouti Marouti 800 2013 800;75;94000km;Essence;Ess;Manuelle
Citroen Saxo 1999 Saxo;75;6000km;Diesel;1.5 D 58ch;Manuelle
Renault Clio 2 2001 Extreme;75;;Diesel;1.9 D 65ch;Manuelle
Suzuki Maruti 800 2008 Maruti 800;75;00km;Essence;0.8 ess 47ch;Manuelle
Suzuki Alto 2008 Alto;75;242km;Essence;0.8 ess 46ch;Manuelle
Chevrolet Danas 2011;75;125000km;;;Manuelle
Renault Clio 1 1993 Clio 1;75;600km;Essence;1.4 ess 80ch;Manuelle
Renlte Clio 1998 3;75;;Diesel;1.9;Manuelle
Suzuki Alto 2008 STD;75;2122000km;Essence;1.0 ess 68ch;Manuelle
Renault 21 1987;75;0km;GPL;;Manuelle
Peugeot 406 1998 406;75;392000km;GPL;1.8 16v;Manuelle
Hafei motors new king 2007;75;230000km;Essence;;Manuelle
DFSK DFM 2009;75;00000km;Essence;;Manuelle
Renault Laguna 1 2000 Laguna 1;75;;Diesel;1.9 DTI 100ch;Manuelle
Mazda Mazda b1600 1984 Mazda;75;0000km;Essence;B1600;Manuelle
Chevrolet Optra 5 portes 2005 Optra 5 portes;75;476000km;Essence;1.6 ess 16V 109ch;Manuelle
Fiat Punto 2009 Classic;75;315000km;Essence;1.2 ess 60ch;Manuelle
Suzuki Maruti 800 2009 Maruti 800;75;300km;Essence;0.8 ess 47ch;Manuelle
Renault Clio 1 1996 Clio 1;75;45km;Diesel;1.9;Manuelle
Renault Kangoo 1999 Kangoo;75;8888888888km;Diesel;1.9 D 65ch;Manuelle
Volkswagen Gol 2005 Gol;75;350km;Diesel;1.9 SD;Manuelle
Hyundai Atos 1999 Atos;75;433000km;Essence;Atos;Manuelle
Volkswagen Golf 3 1996 Golf 3;75;28595585km;Essence;1.9 D 64ch;Manuelle
Toyota Corolla 1999 1.3;75;000km;Essence;1.3;Manuelle
Toyota Kourola 1999 1.3;75;0000km;Essence;1.3;Manuelle
BMW Série 3 1987 Modern;75;11111111km;GPL;316;Manuelle
Citroen Saxo 2001 Saxo;75;696800km;Diesel;1.5 D 58ch;Manuelle
Peugeot Partner 2000 Partner;75;1234km;Diesel;1.9 D 71ch;Manuelle
Volkswagen Golf 4 1998 Golf 4;75;380000km;Diesel;1.9 TDI 110ch;Manuelle
Chery QQ 2010;75;170000km;Essence;1.1 ess 68ch;Manuelle
Mercedes Classe C 1999 180;75;238000km;Essence;180 8cv;Manuelle
Chana Star II 7 places 2008 Star II 7 places;75;1km;Essence;1.0l 68ch;Manuelle
Suzuki Maruti 800 2008 Maruti 800;75;70km;Essence;0.8 ess 47ch;Manuelle
Peugeot 206 2001 206;75;1km;Essence;1.1 ess 60ch;Manuelle
DFSK Mini Truck 2012 SC 2m70;75;000km;Essence;1.1 ess 53 ch;Manuelle
Super 5 Renault 1984;75;;GPL;Express. 76;Manuelle
Citroen Xantia 2001 Activa;75;499451km;Diesel;HDI 2L 110;Manuelle
Renault Clio 2 2001 Clio 2;75;;Diesel;1.9 D 65ch;Manuelle
Volkswagen Polo 3 Flight 1996;75;;Diesel;1.9 SDI 64ch;Manuelle
Fiat Uno 2006;75;269km;Essence;1.3;Manuelle
Mercedes Classe E 1984 Classe E;75;00000000km;Diesel;200;Manuelle
Hyundai h1 Touristiques 2006;75;0km;Diesel;;Manuelle
Suzuki Swift 2007 2006;75;72000km;Essence;1.5 vvt;Manuelle
Citroen C3 2003 C3;75;535085km;Diesel;1.4 hd;Manuelle
Volkswagen Golf 7 2019 START+;75;800km;Diesel;2.0 TDi 143ch;Manuelle
Chery QQ 2012 QQ;75;1km;Essence;0.8 ess 38ch;Manuelle
Citroen C3 2004 C3;75;316300km;Diesel;1.4 HDI 92ch;Manuelle
Suzuki Alto 2008 Alto;75;335000km;Essence;1.0 ess 68ch;Manuelle
Fiat Punto 1999 Classic;75;49000km;Essence;1.2 ess 60ch;Manuelle
Peugeot 206 2002 206;75;;Essence;1.4 ess 75ch;
Volkswagen Transporter 1995 Transporter;75;350km;Diesel;1.9 simple;Manuelle
Chery QQ 2012 QQ;75;220000km;Essence;;Manuelle
Renault Clio 2 2001 Clio 2;75;68000km;Diesel;1.9 D 65ch;Manuelle
Renault Clio 1 1997 Clio 1;75;284645km;Diesel;1.9 D 65ch;Manuelle
Volkswagen Polo 2000 Police;75;;Diesel;1.9 SDI 64ch;Manuelle
Renault 21 1993;75;350km;GPL;1.8 ;Manuelle
Peugeot 208 2013 Active;75;180000km;Essence;1.2 VTI 82ch;Manuelle
Kia Rio 5 portes 2004 Rio 5 portes;75;500000km;Essence;1.5;Manuelle
Volkswagen Gol 2005 Gol;75;999999999km;GPL;1.6 ess;Manuelle
JAC J2 2012 2;75;;Essence;1.4;Manuelle
Fiat Ducato 2023 Neuf;75;300km;Diesel;2.2 l 140ch;Manuelle
Suzuki Maruti 800 2010 Maruti 800;75;0km;Essence;;Manuelle
Daihatsu Charade 2004 Charade;75;300000km;Essence;1.2;Manuelle
Volkswagen Polo 1996 GTI;75;157000km;Essence;1.4 ess 60ch;Manuelle
Renault Twingo 2001 Twingo;75;300km;Essence;1.2 ess 60ch;Manuelle
Lifan 520 2008 La toute;75;224km;Essence;1.3;Manuelle
Volkswagen Golf 3 1996 Golf 3;75;360000km;Diesel;1.9 D 64ch;Manuelle
Alfa Romeo GTV 1997 ;75;;Essence;;Manuelle
Nissan Sunny 1999 Sunny;75;488000km;Diesel;Diesel;Manuelle
Hafie herbin Hafie 2011 2011;75;9999999km;Essence;1.1;Manuelle
Volkswagen Gol 2005 Gol;75;;Essence;1.6 ess;Manuelle
Citroen Xantia 2000 Xclusive;75;160000km;Diesel;2.0 HDI 90ch;Manuelle
Renault Clio 2 2006 Expression;75;218000km;Essence;1.4 ess 16V 98ch;Manuelle
Opel Astra 2000 Astra;75;400888km;Diesel;1.7 DTI 16V 75ch;Manuelle
Volkswagen Passat 2002;75;436000km;Diesel;1.9 TDI 100ch;Manuelle
Citroen C5 2004 C5;75;480000km;Diesel;2.0 HDI 110ch;Manuelle
Suzuki Alto 2007 Alto;75;365000km;Essence;1.1;Manuelle
Kia Picanto 2019 EX;75;144000km;Essence;1.2 ess CVVT 87ch BVA;Manuelle
Suzuki Maruti 800 2012 Maruti 800;75;123km;Essence;0.8 ess 47ch;Manuelle
Chana Q20 2015 Simple cabine;75;50000km;Diesel;1.0 D 54ch;
Chery QQ 2013 QQ;75;;Essence;1.1 ess 68ch;Manuelle
Chery QQ 2013 QQ;75;266km;Essence;;Manuelle
Suzuki Maruti 800 2013 Maruti 800;75;;Essence;0.8 ess 47ch;Manuelle
Citroen Xsara 1999 Xsara;75;300000km;Diesel;1.9 D 68ch;Manuelle
Volkswagen Golf 4 2002;75;390000km;Diesel;1.9 TDI 100ch;Manuelle
Suzuki Maruti 800 2011 Maruti 800;75;00000000km;Essence;0.8 ess 47ch;Manuelle
Chery QQ 2013;75;202km;Essence;1.1 ess 68ch;Manuelle
Renault 19 2001 Europa;75;;GPL;Express 76;Manuelle
Chevrolet Aveo 5 portes 2004 Aveo 5 portes;75;80000km;Essence;;Manuelle
Peugeot 106 1997 106;75;000011km;Diesel;1.5 D 58ch;Manuelle
Renault Clio 1 2001 Clio 1;75;342000km;Diesel;1.9;Manuelle
Opel Astra 2004 Astra;75;30000km;Diesel;1.7 CDTI 100ch;Manuelle
Chevrolet Spark 2005 Spark;75;231000km;Essence;1.0 ess 68ch;Manuelle
Volkswagen Transporter 1992 Vwt4;75;;Essence;S90;Manuelle
Suzuki Maruti 800 2011 Maruti 800;75;16000km;Essence;0.8 ess 47ch;Manuelle
Suzuki Maruti 800 2012;75;10000km;Essence;0.8 ess 47ch;Manuelle
Suzuki Alto 2006 Alto;75;320km;Essence;1.0 ess 68ch;Manuelle
Renault Clio 2 2000;75;530000km;Diesel;1.9 D 65ch;Manuelle
Suzuki Maruti 800 2013 Maruti 800;75;100000km;Essence;0.8 ess 47ch;Manuelle
Zotye z10 2013 zotye z10;75;;Essence;1.3;Manuelle
Chevrolet Spark 2008 Spark;75;36000km;Essence;1.0 ess 68ch;Manuelle
Daihatsu Charade 2005 Charade;75;210000km;Essence;;Manuelle
Daihatsu Charade 2005 Charade;75;210000km;Essence;1.1;Manuelle
Suzuki Alto 2007 Alto;75;124000km;Essence;1.0 ess 68ch;Manuelle
Hyundai Atos 1998 Atos;75;485123km;Essence;1.1;Manuelle
Suzuki Alto 2007 Alto;75;238km;Essence;;Manuelle
Chery QQ 2014;75;220000km;Essence;1.1 ess 68ch;Manuelle
Volkswagen Golf 2 1992;75;263000km;Essence;1.8 ess 90ch;Manuelle
Peugeot 307 2002 ;75;385000km;Diesel;1.4 hdi;Manuelle
Kia Rio 5 portes 2004 Rio 5 portes;75;;GPL;1.3;Manuelle
Chery QQ 2013 QQ;75;200km;Essence;1.1 ess 68ch;Manuelle
Chery QQ 2012 QQ;75;;Essence;1.1 ess 68ch;Manuelle
Renault Megane 1 1998 Megane 1;75;400km;Diesel;1.9 D 65ch;Manuelle
Renault 19 1991;75;2700000km;Diesel;1.9 TD 65ch;Manuelle
Renault 19 1991;75;300000km;Diesel;1.9 TD 65ch;Manuelle
Renault Clio 2 2002;75;430000km;Diesel;1.5 DCI 65ch;Manuelle
Lifan 520 2011 LX;75;262000km;GPL;1.3 ess 65ch;Manuelle
Renault Megane 1 1998 Megane 1;75;350000km;Diesel;1.9 D 65ch;Manuelle
Geely MK 2011 MK;75;260000km;Essence;1.5;Manuelle
Fiat Palio 2004 Sienne;75;3798040km;Essence;1.6 ess 100ch;Manuelle
Suzuki Maruti 800 2011 Maruti 800;75;185km;Essence;0.8 ess 47ch;Automatique
Renault Megane 1 2000 Megane 1;75;330000km;Diesel;1.9 D 65ch;Manuelle
Suzuki Alto 2008 Alto;75;317km;Essence;1.0 ess 68ch;Manuelle
Suzuki Maruti 800 2012 Maruti 800;75;65000km;Essence;0.8 ess 47ch;Manuelle
Citroen Xsara 1999 Xsara;75;;Diesel;1.9 TD 90ch;Manuelle
Volkswagen Golf 4 2002 Match;75;430km;Diesel;1.9 TDI 100ch;Manuelle
Chevrolet Optra 5 portes 2006 Optra 5 portes;75;500km;Essence;1.6 ess 16V 109ch;Manuelle
Renault 19 1991 Chamade;75;260000km;Essence;1.4 ess 80ch;Manuelle
Gonow Tassili 2014;75;176000km;Diesel;;Manuelle
Renault Clio 2 2002 Clio 2;75;122km;Diesel;1.9simple;Manuelle
Zotye Nomad 1 2007 Nomad 1;75;300000km;Essence;1.3 ess 69ch;Manuelle
Citroen Berlingo 2001 Berlingo;75;0000km;Diesel;1.9 D 71ch;Manuelle
Renault 30 1977 30;75;332000km;Essence;v6;Manuelle
Chery QQ 2012;75;201km;Essence;1.1 ess 68ch;Manuelle
Chery QQ 2012 QQ;75;145km;Essence;1.1 ess 68ch;Manuelle
Seat Ibiza 2017 Sol;75;155000km;Essence;1.6 MPi 90ch;Manuelle
Peugeot 505 1991;75;;;;
Hyundai Atos 2007 GL;75;;;;
DFSK Mini Conteneur 2010 2m50;75;;;;
Nissan X Trail 2007;75;;;;
Opel Vectra 2003;75;;;;
Volkswagen Golf 5 2003;75;;;;
Hyundai Matrix 2003 GLS;75;;;;
Citroen C3 2004;75;;;;
Peugeot 206 2006 XS;75;;;;
Renault Laguna 2 2002;75;;;;
Chevrolet Aveo 5 portes 2007;75;;;;
Volkswagen Golf 5 2005;75;;;;
Peugeot 309 1990;75;;;;
Changan CX20 2013;75;;;;
Peugeot 406 2000;75;;;;
Opel Astra 2002;75;;;;
Maruti Maruti  2013 Maruti;75;;;;
Renault Megane 2 2005;75;;;;
Renault Clio 1 1998 Clio 1;76;90000km;Essence;1.2;Manuelle
Chery QQ 2013 QQ;76;167000km;Essence;;Manuelle
Renault Megane 1 2003 Break;76;293000km;GPL;1.4 16v;Manuelle
Hafei motors Yafuz 2011 1kqbin;76;232000km;Essence;;Manuelle
Renault Express 1995;76;300km;Diesel;1.9 D 65ch;Manuelle
Fiat Siena 2006 Siena;76;400km;Essence;12 16v;Manuelle
Renault Kangoo 2004 Kangoo;76;0000km;Diesel;1.9 D 65ch;Manuelle
Mercedes Classe A 2002 Classe A;76;;Diesel;A170 CDI Family;Manuelle
Suzuki Maruti Zen 2006 Maruti Zen;76;370000km;Essence;1.0 ess 68ch;Manuelle
Suzuki Maruti Zen 2006;76;370km;Essence;1.0 ess 68ch;Manuelle
Suzuki Alto 2008 Alto;76;27000km;Essence;1.0 ess 68ch;Manuelle
Suzuki Alto 2008;76;300000km;Essence;;Manuelle
Partner Partner 2000;76;;;Diesel;Manuelle
Fiat Palio 2004 Fire;76;500km;Essence;1.2 ess 73ch;Manuelle
Lifan 520 2009 520;76;250000km;GPL;1.3 ess 65ch;Manuelle
Renault Express 1992 Express;76;550556km;Essence;1.4 ;Manuelle
Fiat Bravo 1996 Bravo;76;148km;Essence;1.6 ess 16V 103ch;Manuelle
Volkswagen Polo 2003 Polo;76;278km;Essence;1.2ess;Manuelle
Dacia Solenza 2005 Confort;76;268000km;Diesel;1.9 D 63ch;Manuelle
Chana Alsvin 2012 2012;76;272000km;Essence;1,5;Manuelle
Suzuki Alto 2009 Alto;76;29000km;Essence;1.0 ess 68ch;Manuelle
JAC JAC 2010;76;;Diesel;;Manuelle
Volkswagen 6n2 2002;76;0km;Essence;;Manuelle
JAC 4×4 2010;76;88000km;Diesel;Tci;Manuelle
Suzuki Maruti 800 2012;76;;;;
Peugeot 206 2004 206;76;500000km;Essence;1.4 ess 75ch;Manuelle
Chery Qq 2015 QQ;76;96000km;Essence;0.8;Manuelle
Zotye Nomad 1 2007 Nomad 1;76;0km;Essence;1.3 ess 69ch;Manuelle
Sokon Dfsk dfm 2011;76;200km;Essence;;Manuelle
Suzuki Maruti 800 2012 Maruti 800;76;;Essence;0.8 ess 47ch;Manuelle
Peugeot 206 2001;76;;;;
Chevrolet Spark 2010;76;;;;
Peugeot 206 2001;77;293000km;Essence;1.1 ess 60ch;Manuelle
Suzuki Maruti 800 2012 Maruti 800;77;222000km;Essence;0.8 ess 47ch;Manuelle
Volkswagen Passat 1996 CL;77;400000km;Diesel;;Manuelle
DFM DFM 2013;77;;;;
Lifan 2013 ;77;;;;
Chery QQ 2013 QQ;77;17900km;Essence;1.1 ess 68ch;Manuelle
Renault Megane 1 2002 Megane 1;77;320km;Diesel;1.9 dti turbo;Manuelle
Renault 19 1990 19;77;293000km;Essence;;Manuelle
Renault Megane 2 2003;77;;Diesel;1.5 dci;Manuelle
Peugeot Expert 2000 Peugeot;77;500000km;Diesel;L7;Manuelle
Daewoo Cielo 2000 Cielo;77;1km;Essence;1.5 ess 75ch;Manuelle
Renault Kangoo 2000 Commercial;77;554587km;Diesel;1.9;Manuelle
Chana Presto 2010;77;;Essence;1.3;Manuelle
Chery QQ 2013 QQ;77;208000km;Essence;1.1 ess 68ch;Manuelle
Volkswagen Golf 2 1987 Golf 2;77;485000km;Essence;1.8 ess 90ch;Manuelle
Volkswagen Golf 6 2012 R Line;77;80000km;Diesel;2.0 TDI 110ch;Manuelle
Chery QQ 2014;77;235km;Essence;1.1 ess 68ch;Manuelle
Suzuki Maruti 800 2012 Maruti 800;77;77000km;Essence;0.8 ess 47ch;Manuelle
Chery QQ 2015;77;;Essence;1.1;Manuelle
Renault Clio 2 2003 Clio 2;77;;Diesel;;Manuelle
Chery QQ 2013 QQ;77;208800km;Essence;;Manuelle
Renault Symbol 2018 Thalia;77;76000km;GPL;1.6 ess 100ch;Manuelle
Citroen Saxo 2002;77;;Diesel;1.5;Manuelle
Zotye Z 10 2012;77;;;;Manuelle
Renault Clio 1 1998;77;332000km;Diesel;1.9d;Manuelle
Renault Clio Classique 2002 Accent;77;;;;
Citroen C3 2007;77;;;;
Renault Megane 2 Coupé 2009;77;;;;
Opel Zafira 2002 Elegance;77;;;;
Chevrolet Spark 2009;77;;;;
Mercedes Benz Classe E 1997;77;;;;
Citroen C3 2004 C3;78;200km;Diesel;1.4 HDI 70ch;Manuelle
Nissan Micra 2006 City;78;25222km;Essence;1.2 ess 65ch;Manuelle
Citroen Berlingo 2000 Berlingo;78;700000km;Diesel;1.9 D 71ch;Manuelle
Citroen C3 2003 C3;78;512km;Diesel;1.4 HDI 92ch;Manuelle
Renault Clio 2 2001;78;;Diesel;1.9;Manuelle
Chery QQ 2014 QQ;78;209006km;Essence;1.1 ess 68ch;Manuelle
Renault Megane 2 2003;78;300000km;Essence;1.6 ess 16V 115ch;Manuelle
Chery QQ 2013 QQ;78;2300000km;Essence;0.8 ess 38ch;Manuelle
Chery QQ 2013;78;186000km;Essence;0.8 ess 38ch;Manuelle
Suzuki Maruti 800 2010 Maruti 800;78;197000km;Essence;0.8 ess 47ch;Manuelle
Chery QQ 2013;78;149000km;Essence;0.8 ess 38ch;Manuelle
Geely CK 2009;78;400km;GPL;1.3;Manuelle
Chery QQ 2013;78;148500km;Essence;0.8 ess 38ch;
Suzuki Maruti 800 2010 Maruti 800;78;0000km;Essence;0.8 ess 47ch;Manuelle
Chery QQ 2014 QQ;78;217000km;Essence;1.1 ess 68ch;Manuelle
Suzuki Maruti Zen 2006;78;111111km;Essence;1.0 ess 68ch;Manuelle
Renault Megane 2 2007;78;;Diesel;1.5 DCI 85ch;Manuelle
Renault Clio 2 1999;78;;Diesel;1.9 D 65ch;Manuelle
Chery QQ 2012 QQ;78;244km;Essence;1.1 ess 68ch;Manuelle
Bugatti 206 2003 206;78;55500km;Essence;1,4 75cv;Manuelle
Alfa Romeo 206 2003 2003;78;555000km;Essence;1,4 75 cheuv;Manuelle
bfm 1.3 2012;78;180km;Essence;1.3;Manuelle
Hyundai Atos 2006 GL;78;393km;Essence;;Manuelle
Chevrolet Optra 5 portes 2008 Optra 5 portes;78;510000km;Essence;1.6 ess 16V 109ch;Manuelle
Renault 19 1994 19;78;;GPL;1.8 ess 95ch;Manuelle
Peugeot 306 1996 306;78;0000km;Diesel;La 8;Manuelle
Hafei motors Yavuz 2011 Yavuz;78;231km;Essence;1.1 ess 65 ch;Manuelle
Volkswagen Golf 3 1995 Golf 3;78;222222km;Diesel;1.9 TDI 90ch;Manuelle
Renault Espace 1987 Exprese;78;;Essence;76;Manuelle
Peugeot 206 2008 Sedan;78;377km;Essence;1.4 ess 75ch;Manuelle
Volkswagen Transporter 1994 Transporter;78;;Diesel;1.9;Manuelle
Opel Astra 2002 Astra;78;375000km;Diesel;2.0 DTI 16V 100ch;Manuelle
Renault Kangoo 2000 Kangoo;78;303297km;Diesel;1.9 D 65ch;Manuelle
Suzuki Maruti 800 2012 Maruti 800;78;300km;Essence;0.8 ess 47ch;Manuelle
Chery QQ 2015 QQ;78;300000km;Essence;;Manuelle
Suzuki Maruti Zen 2006 Maruti Zen;78;435km;Essence;1.0 ess 68ch;Manuelle
Suzuki Maruti 800 2012 Maruti 800;78;45km;Essence;0.8 ess 47ch;Manuelle
Suzuki Maruti 800 2011 Maruti 800;78;00000000km;Essence;0.8 ess 47ch;Manuelle
Suzuki Maruti 800 2011;78;210km;Essence;0.8 ess 47ch;Manuelle
Zotye Nomad 1 2007 Nomad 1;78;;Essence;1.3 ess 69ch;Manuelle
Suzuki Alto 2009 Alto;78;292km;Essence;1.0 ess 68ch;Manuelle
Chevrolet Spark 2009 Spark;78;196500km;Essence;1.0 ess 68ch;Manuelle
Suzuki Alto 2009 Alto;78;293000km;Essence;1.0 ess 68ch;Manuelle
Chery QQ 2010 QQ;78;350000km;Essence;0.8 ess 38ch;Manuelle
New king New king 2013;78;27000km;Essence;;Manuelle
Peugeot 206 2000 206;78;;Essence;1.4 ess 75ch;Manuelle
Renault Clio 2 1999 Clio 2;78;5000000km;Diesel;1.9 D 65ch;Manuelle
Renault Megane 2 2005 Megane 2;78;3190000km;Diesel;1.5 dci 85ch;Manuelle
Suzuki Alto 2008;78;300000km;Essence;1.0 ess 68ch;Manuelle
Maruti Alto 2008;78;300000km;Essence;0.1;Manuelle
Chery QQ 2013 QQ;78;200000km;Essence;1.1 ess 68ch;Manuelle
Suzuki Alto 2009 Alto;78;240km;Essence;;Manuelle
Citroen C5 2002 C5;78;;;2.0 HDI 110ch;
Chery QQ 2012 QQ;78;217000km;Essence;1.1 ess 68ch;Manuelle
Citroen C5 2002 C5;78;;Diesel;2.0 HDI 110ch;Manuelle
Chery QQ 2013;78;200km;Essence;0.8 ess 38ch;Manuelle
Geely Ray 2011 Ray;78;360km;Essence;1.3 ess 63ch;Manuelle
Geely Gx2 2014;78;230000km;Essence;1.3;Manuelle
Chery QQ 2013 QQ;78;23100km;Essence;1.1 ess 68ch;Manuelle
Renault Clio 2 2000 Clio 2;79;111111km;Diesel;1.9 D 65ch;Manuelle
Chery QQ 2013 QQ;79;217765km;Essence;;Manuelle
BYD F0 2012 F0;79;214km;Essence;1.0 ess 67ch;Manuelle
Citroen Saxo 1998 Saxo;79;1km;Diesel;1.5 D 58ch;Manuelle
Peugeot 206 2004 206;79;440000km;Essence;1.4 ess 75ch;Manuelle
Suzuki Maruti 800 2012;79;73000km;Essence;0.8;Manuelle
Suzuki Maruti 800 2011 Maruti 800;79;1000km;Essence;0.8 ess 47ch;Manuelle
Chery QQ 2015 QQ;79;129000km;Essence;1.1 ess 68ch;Manuelle
Hyundai Accent 1999 LS;79;567000km;Essence;1.3;Manuelle
Chery QQ 2012 QQ;79;302000km;Essence;1.1 ess 68ch;Manuelle
Audi A4 1997 A4;79;200km;Diesel;1.9 tdi;Manuelle
Suzuki Maruti 800 2012 Maruti 800;79;140000km;Essence;0.8 ess 47ch;Manuelle
Peugeot 206 2008;79;30000km;Essence;1.4 ess 75ch;Manuelle
Renault Cl 2000 Clio 2;79;59500km;Diesel;1.9;Manuelle
Renault Kangoo 2004 Kangoo;79;325000km;Diesel;1.9 D 65ch;Manuelle
Volkswagen Golf 3 1992;79;142000km;Diesel;;Manuelle
Volkswagen Golf 3 1992;79;14200km;Diesel;;Manuelle
Renault Clio 1 2001;79;460000km;Diesel;;Manuelle
Citroen Xsara 2002;79;;;;
Hyundai Atos 2005 XS;79;;;;
Volkswagen Gol 2005 Gol;80;320000km;Essence;1.6 ess;Manuelle
Renault Laguna 2 2002 Expression;80;420000km;Diesel;1.9 DCI 120ch;Manuelle
Lifan 330 2015 330;80;168000km;Essence;1.3 VVT 91ch;Manuelle
Suzuki Alto 2007 Alto;80;380000km;Essence;1.0 ess 68ch;Manuelle
Renault Clio 2 1999 Clio 2;80;612km;Diesel;1.9 D 65ch;Manuelle
Renault Laguna 2 2002 Expression;80;652062km;Diesel;1.9 DCI 110ch;Manuelle
Suzuki Alto 2009 Alto;80;1111km;Essence;0.8 ess 46ch;Manuelle
Chery QQ 2013 QQ;80;210000km;Essence;1.1 ess 68ch;Manuelle
Peugeot 106 1998 106;80;400500km;Essence;1.4 ess 75ch;Manuelle
Volkswagen Golf 4 2002 Tdi;80;325km;Diesel;1.9 TDI 130ch;Manuelle
Volkswagen Gol 2006 Gol;80;;GPL;1.6 ess;Manuelle
Renault Clio 2 1999 Clio 2;80;278000km;Diesel;1.9 D 65ch;Manuelle
Kia Sportage 2007;80;390000km;Diesel;2.0 CRDI 4X4 140ch;Manuelle
Volkswagen Polo 2000 Polo;80;;Diesel;1.9 SDI 64ch;Manuelle
Mitsubishi L200 2005 L200;80;1km;Diesel;2.5 D;Manuelle
Volkswagen R-LINE DSG TDI 2.0 Diesel 2023 R-LINE PANO 20'';80;0000km;Diesel;;Automatique
Suzuki Maruti 800 2013 Maruti 800;80;100km;Essence;0.8 ess 47ch;Manuelle
Dacia Sandero 2018 Stepway;80;91km;GPL;1.6 ess 90ch;Manuelle
Haima 3 2009 Hama3;80;;GPL;1.6 ess 16V 112ch;Manuelle
DFM 2012;80;;;;
Hafei motors Yavuz 2012 Yavuz;80;200km;Essence;1.1 ess 65 ch;Manuelle
Chery QQ 2012 QQ;80;190km;Essence;;Manuelle
Renault Clio 2 2003 Extreme;80;500000km;Diesel;1.9d;Manuelle
Kia Carens 2008 3;80;525000km;Diesel;2.0 CRDI 140ch;Manuelle
Subaru Impreza 2008 Impreza;80;160km;Essence;1.5 ess 106ch;Manuelle
Nissan Primera 2004 Primera;80;328000km;Diesel;2.0 dci;Manuelle
Volkswagen Gol 2007 Gol;80;400000km;Essence;1.6 ess;Manuelle
Renault Megane 1 2000;80;500000km;Diesel;1.9 DTI 100ch;Manuelle
Volkswagen Golf 4 1998 Golf 4;80;;Diesel;1.9 TDI 110ch;Manuelle
Suzuki Maruti 800 2012 Maruti 800;80;215000km;Essence;0.8 ess 47ch;Manuelle
Toyota Hilux 2014 LEGEND DC 4x4;80;436000km;Diesel;2.5 D4D 120ch;Manuelle
Renault Clio 2 2001 Extreme;80;651000km;Diesel;1.9 D 65ch;Manuelle
Citroen C15 2004 c15;80;;;;
Volkswagen Golf 3 1994 Golf 3;80;;Essence;1.4 ess 60ch;Manuelle
Hyundai H100 2005 6 place;80;;;;
Renault Megane 1 1998;80;400000km;Diesel;1.9 D 65ch;Manuelle
Chevrolet Optra 4 portes 2005 Optra 4 portes;80;455000km;GPL;1.6 ess 16V 109ch;Manuelle
Citroen C15 1995 Frigo;80;400000km;Diesel;1.8d sempl;Manuelle
Citroen Saxo 1999 Saxo;80;;Diesel;1.5 D 58ch;Manuelle
Changan 2010;80;;;;
Suzuki Alto 2011 Alto;80;325000km;;1.0 ess 68ch;Manuelle
Volvo 940 1992 Présidentielle;80;;;;
Haima 3 2009 Haima3;80;;GPL;1.6 ess 16V 112ch;Manuelle
Chery QQ 2014 QQ;80;170000km;Essence;0.8 ess 38ch;Manuelle
Renault Kangoo 2004 Kangoo;80;9999km;Diesel;1.9 D 65ch;Manuelle
Renault Megane 2 2003 Megane 2;80;;Diesel;1.9 DCI 120ch;Manuelle
Chevrolet Spark 2007 Spark;80;;Essence;1.0 ess 68ch;Manuelle
Chevrolet Optra 4 portes 2007 Optra 4 portes;80;444444km;GPL;1.6 ess 16V 109ch;Manuelle
Volkswagen Polo 3 Flight 1999 Polo;80;;GPL;;Manuelle
Renault Kangoo 2002 Kangoo;80;359960km;Diesel;1.9 D 65ch;Manuelle
Volkswagen Golf 3 1995;80;;GPL;1.8 ess 90ch;Manuelle
Chery QQ 2012 QQ;80;290000km;Essence;;Manuelle
Dacia Solenza 2004 Solenza;80;;Diesel;1.9 D 63ch;Manuelle
Peugeot Partner 2001 Partner;80;440km;Diesel;1.9 D 71ch;Manuelle
Peugeot 306 1999 306;80;4000km;Essence;1.4 ess 75ch;Manuelle
Chery QQ 2012;80;195000km;Essence;;Manuelle
Suzuki Maruti 800 2008 Maruti 800;80;32000km;Essence;0.8 ess 47ch;Manuelle
Chery QQ 2012 QQ;80;195000km;Essence;;Manuelle
Renault Megane 2 2003;80;;Diesel;1.9 ;
Suzuki Maruti 800 2012;80;130000km;Essence;0.8;
Chery QQ 2013 QQ;80;224000km;Essence;1.1 ess 68ch;Manuelle
Lifan 320 2010;80;300km;Essence;1.3;Manuelle
Renault Express 1996 France;80;5000km;Diesel;1.9D;Manuelle
Chery QQ 2013 QQ;80;290km;Essence;0.8 ess 38ch;Manuelle
Renault Megane 1 1998 Megane 1;80;;Diesel;1.9 D 65ch;Manuelle
Volkswagen Golf 4 2002 Golf 4;80;;Essence;S 90;Manuelle
Daewoo Nubira 1998 Break;80;163000km;Essence;1.6 ess 106ch;Manuelle
Suzuki Maruti Zen 2004 Maruti Zen;80;390000km;Essence;1.0 ess 68ch;Manuelle
Peugeot 206 2008 Sidane;80;4600000km;GPL;1.4 ess 75ch;Manuelle
Zotye Nomad 1 2009 Nomad 1;80;150000km;Essence;1.3 ess 69ch;Manuelle
Suzuki SX4 2007 SX4;80;240000km;Diesel;1.9 DDIS 120ch;Manuelle
